długość fali [nm] - 1) P=637,9uW	natężenie, jednostki umowne - 1) P=637,9uW	długość fali [nm] - 2) P=1,844mW	natężenie, jednostki umowne - 2) P=1,844mW	długość fali [nm] - 3) P=3,451mW	natężenie, jednostki umowne - 3) P=3,451mW	długość fali [nm] - 4) P=5,397mW	natężenie, jednostki umowne - 4) P=5,397mW	długość fali [nm] - 5) P=7,643mW	natężenie, jednostki umowne - 5) P=7,643mW	długość fali [nm] - 6) P=10,16mW	natężenie, jednostki umowne - 6) P=10,16mW	długość fali [nm] - 7) P=12,93mW	natężenie, jednostki umowne - 7) P=12,93mW	długość fali [nm] - 8) P=15,95mW	natężenie, jednostki umowne - 8) P=15,95mW	
1142	59,9415	1142	162,594	1142	334,228	1142	564,003	1142	824,934	1142	1078,81	1142	1387,03	1142	1698,7	
1143	33,0972	1143	161,628	1143	336,356	1143	526,332	1143	819,906	1143	1078,06	1143	1352,52	1143	1677,58	
1144	49,1107	1144	154,986	1144	318,395	1144	563,591	1144	780,289	1144	1064,97	1144	1364,59	1144	1649,86	
1145	21,4435	1145	156,74	1145	314,671	1145	536,704	1145	812,001	1145	1083,52	1145	1393,13	1145	1676,36	
1146	39,0647	1146	135,595	1146	337,625	1146	543,485	1146	816,428	1146	1098,04	1146	1379,8	1146	1664,27	
1147	28,1892	1147	147,344	1147	323,597	1147	539,749	1147	792,094	1147	1055,74	1147	1385,51	1147	1647,64	
1148	31,1433	1148	118,671	1148	329,017	1148	552,882	1148	783,037	1148	1055,59	1148	1370,33	1148	1686,57	
1149	19,6769	1149	119,638	1149	294,117	1149	517,647	1149	789,385	1149	1054,01	1149	1353,5	1149	1651	
1150	39,6576	1150	133,271	1150	320,284	1150	558,627	1150	791,864	1150	1065,09	1150	1362,89	1150	1668,8	
1151	43,2559	1151	132,993	1151	340,161	1151	545,843	1151	808,766	1151	1070,53	1151	1339,28	1151	1669,68	
1152	18,137	1152	146,856	1152	308,529	1152	556,53	1152	793,923	1152	1079,56	1152	1384,22	1152	1647,02	
1153	55,048	1153	159,175	1153	319,378	1153	564,784	1153	797,129	1153	1063,78	1153	1354,66	1153	1640,71	
1154	62,8144	1154	119,733	1154	298,657	1154	540,577	1154	801,874	1154	1072,01	1154	1353,02	1154	1655,56	
1155	20,8816	1155	163,062	1155	311,919	1155	531,139	1155	785,526	1155	1081,07	1155	1379,46	1155	1629,6	
1156	39,2294	1156	166,937	1156	318,53	1156	557,133	1156	805,443	1156	1068,72	1156	1352,82	1156	1631,36	
1157	24,1981	1157	131,325	1157	309,68	1157	516,881	1157	772,974	1157	1071,55	1157	1333,34	1157	1629,56	
1158	18,1373	1158	132,027	1158	320,839	1158	520,351	1158	810,735	1158	1087,78	1158	1358,76	1158	1667,63	
1159	64,8126	1159	122,825	1159	298,987	1159	543,608	1159	809,125	1159	1047,04	1159	1372,18	1159	1642,38	
1160	46,897	1160	150,792	1160	308,705	1160	517,332	1160	785,055	1160	1084,38	1160	1376,68	1160	1633,88	
1161	46,6096	1161	124,014	1161	297,426	1161	540,946	1161	769,734	1161	1063,96	1161	1358,2	1161	1663,46	
1162	36,3255	1162	153,579	1162	341,769	1162	531,801	1162	817,287	1162	1088,48	1162	1346,68	1162	1642,39	
1163	52,6685	1163	158,899	1163	316,816	1163	517,918	1163	787,477	1163	1059,72	1163	1339,53	1163	1655,19	
1164	47,6764	1164	146,872	1164	294,946	1164	530,185	1164	808,656	1164	1087,32	1164	1371,06	1164	1623,31	
1165	23,8631	1165	120,063	1165	318,177	1165	546,027	1165	769,525	1165	1039,78	1165	1342,88	1165	1652,43	
1166	35,621	1166	160,885	1166	342,757	1166	525,224	1166	779,422	1166	1039,95	1166	1367,22	1166	1650,46	
1167	23,509	1167	122,612	1167	334,289	1167	553,637	1167	785,959	1167	1068,04	1167	1334,38	1167	1614,04	
1168	49,5548	1168	166,085	1168	305,276	1168	524,814	1168	785,318	1168	1057,95	1168	1339,88	1168	1625,29	
1169	44,2832	1169	153,172	1169	293,887	1169	524,624	1169	771,017	1169	1053,64	1169	1359,2	1169	1646,07	
1170	49,8963	1170	143,21	1170	317,424	1170	530,406	1170	767,984	1170	1077,05	1170	1346,61	1170	1632,96	
1171	47,5184	1171	162,576	1171	320,763	1171	535,263	1171	808,365	1171	1068,73	1171	1349,54	1171	1630,26	
1172	26,5165	1172	124,299	1172	298,682	1172	536,832	1172	794,449	1172	1079,91	1172	1353,24	1172	1644,92	
1173	30,3575	1173	138,384	1173	324,641	1173	523,217	1173	796,712	1173	1046,18	1173	1335,02	1173	1613,25	
1174	61,1917	1174	157,706	1174	334,08	1174	553,238	1174	805,045	1174	1034,64	1174	1333,02	1174	1616,49	
1175	47,519	1175	164,122	1175	327,624	1175	537,633	1175	777,633	1175	1035,25	1175	1347,99	1175	1632,56	
1176	66,3115	1176	131,889	1176	306,824	1176	524,46	1176	762,943	1176	1056,07	1176	1340,75	1176	1639,27	
1177	32,1578	1177	121,536	1177	333,734	1177	555,7	1177	798,834	1177	1070,5	1177	1323,64	1177	1613,72	
1178	65,6262	1178	150,947	1178	313,109	1178	556,465	1178	791,039	1178	1033,47	1178	1315,17	1178	1607,79	
1179	35,584	1179	157,137	1179	306,422	1179	549,949	1179	763,085	1179	1058,29	1179	1323,75	1179	1623,08	
1180	25,6819	1180	140,805	1180	319,074	1180	541,246	1180	796,527	1180	1075,04	1180	1305,41	1180	1587,45	
1181	49,5444	1181	162,054	1181	298,077	1181	543,486	1181	802,498	1181	1041,14	1181	1323,32	1181	1587,62	
1182	60,3947	1182	167,873	1182	338,406	1182	561,619	1182	789,043	1182	1027,95	1182	1326,35	1182	1624,03	
1183	40,9732	1183	143,887	1183	339,312	1183	520,033	1183	792,69	1183	1068,76	1183	1312,65	1183	1608,63	
1184	34,7342	1184	147,795	1184	314,116	1184	544,919	1184	800,146	1184	1053,94	1184	1310,12	1184	1582	
1185	43,9314	1185	168,382	1185	297,569	1185	557,837	1185	773,326	1185	1035,28	1185	1331,85	1185	1599,14	
1186	39,3669	1186	128,341	1186	315,339	1186	543,986	1186	760,128	1186	1045,53	1186	1313,18	1186	1590,43	
1187	62,9375	1187	130,971	1187	304,514	1187	551,269	1187	786,684	1187	1060,56	1187	1322,35	1187	1575,15	
1188	29,9162	1188	169,917	1188	296,483	1188	548,669	1188	789,245	1188	1053,23	1188	1314,15	1188	1612,95	
1189	55,9036	1189	154,6	1189	323,365	1189	551,119	1189	806,163	1189	1022,65	1189	1297,33	1189	1587,9	
1190	45,0666	1190	131,163	1190	330,589	1190	517,47	1190	791,442	1190	1027,85	1190	1293,26	1190	1587,55	
1191	40,7825	1191	123,328	1191	305,439	1191	523,345	1191	798,129	1191	1058,61	1191	1304,94	1191	1600,57	
1192	60,9856	1192	159,297	1192	339,188	1192	522,221	1192	774,243	1192	1031,83	1192	1310,9	1192	1598,76	
1193	37,0038	1193	148,622	1193	320,657	1193	521,563	1193	762,724	1193	1061,59	1193	1304,53	1193	1588,79	
1194	23,456	1194	149,327	1194	336,437	1194	514,123	1194	757,163	1194	1043,65	1194	1311,19	1194	1561,79	
1195	39,9911	1195	133,759	1195	298,57	1195	534,047	1195	760,652	1195	1033,71	1195	1286,56	1195	1583,78	
1196	20,1554	1196	140,262	1196	338,952	1196	519,149	1196	799,369	1196	1055,57	1196	1285,19	1196	1566,25	
1197	62,6888	1197	128,23	1197	318,748	1197	531,484	1197	793,624	1197	1013,94	1197	1294,92	1197	1584,9	
1198	26,1837	1198	149,549	1198	321,222	1198	527,87	1198	781,046	1198	1053,15	1198	1326,64	1198	1590,1	
1199	63,6465	1199	137,876	1199	303,295	1199	534,842	1199	762,193	1199	1017,44	1199	1285,38	1199	1569,47	
1200	47,9902	1200	137,779	1200	304,666	1200	536,214	1200	800,746	1200	1032,55	1200	1283,3	1200	1583,48	
1201	39,3855	1201	170,211	1201	327,129	1201	524,779	1201	781,109	1201	1034,32	1201	1277,03	1201	1581,87	
1202	30,552	1202	156,46	1202	312,145	1202	527,933	1202	781,46	1202	1039,33	1202	1312,86	1202	1574,69	
1203	45,1771	1203	167,997	1203	335,189	1203	511,17	1203	771,445	1203	1014,26	1203	1275,77	1203	1546,74	
1204	69,4606	1204	148,998	1204	339,99	1204	542,751	1204	750,664	1204	1048,22	1204	1318,61	1204	1580,03	
1205	34,7881	1205	165,604	1205	316,06	1205	511,445	1205	783,175	1205	1005,1	1205	1299,05	1205	1561,85	
1206	54,611	1206	163,78	1206	303,257	1206	510,369	1206	757,769	1206	1005,39	1206	1275,53	1206	1547,68	
1207	32,4864	1207	147,618	1207	322,78	1207	525,429	1207	795,577	1207	1039,57	1207	1279,03	1207	1563	
1208	66,0666	1208	152,838	1208	319,178	1208	539,508	1208	763,755	1208	1010,15	1208	1313,1	1208	1541,91	
1209	53,0677	1209	159,331	1209	334,937	1209	519,835	1209	769,407	1209	1045,79	1209	1289,57	1209	1530,72	
1210	48,3977	1210	157,697	1210	338,711	1210	516,328	1210	771,771	1210	1010,38	1210	1273,72	1210	1552,09	
1211	58,6298	1211	143,147	1211	324,373	1211	532,844	1211	769,569	1211	1012,47	1211	1274,16	1211	1565,47	
1212	30,7658	1212	161,454	1212	311,515	1212	527,068	1212	757,065	1212	1012,91	1212	1260,2	1212	1541,96	
1213	62,4145	1213	124,874	1213	320,892	1213	547,869	1213	792,924	1213	1017,99	1213	1291,08	1213	1556,07	
1214	62,2066	1214	150,172	1214	331,443	1214	532,897	1214	787,828	1214	1035,16	1214	1256,68	1214	1539,15	
1215	48,7146	1215	165,452	1215	319,738	1215	533,53	1215	765,351	1215	1037,75	1215	1276,31	1215	1551,31	
1216	32,0037	1216	133,375	1216	313,821	1216	522,259	1216	758,302	1216	995,916	1216	1281,04	1216	1542,98	
1217	56,6082	1217	168,02	1217	337,927	1217	548,499	1217	748,023	1217	1024,06	1217	1263,36	1217	1554,67	
1218	31,5554	1218	156,085	1218	297,119	1218	531,846	1218	747,936	1218	993,08	1218	1297,25	1218	1556,74	
1219	27,6412	1219	163,342	1219	305,232	1219	514,296	1219	743,853	1219	1018,68	1219	1251,4	1219	1526,05	
1220	55,2912	1220	130,653	1220	301,202	1220	549,457	1220	745,878	1220	998,733	1220	1258,11	1220	1513,53	
1221	66,3628	1221	126,297	1221	311,149	1221	533,823	1221	745,309	1221	1003,36	1221	1269,09	1221	1548,12	
1222	37,6475	1222	125,924	1222	309,566	1222	509,402	1222	773,998	1222	1002,49	1222	1288,24	1222	1552,55	
1223	56,6204	1223	137,42	1223	295,909	1223	551,832	1223	775,115	1223	1036,89	1223	1255,78	1223	1552,71	
1224	56,69	1224	159,232	1224	329,873	1224	514,33	1224	762,937	1224	987,804	1224	1276,59	1224	1509,96	
1225	55,5923	1225	168,01	1225	317,049	1225	549,002	1225	742,563	1225	998,927	1225	1249,79	1225	1529,9	
1226	68,1933	1226	129,422	1226	323,237	1226	553,798	1226	757,565	1226	991,817	1226	1257,41	1226	1531,59	
1227	28,5202	1227	128,902	1227	313,41	1227	552,908	1227	742,508	1227	995,318	1227	1267,58	1227	1537,21	
1228	34,5971	1228	131,936	1228	340,052	1228	510,191	1228	764,253	1228	1015,93	1228	1268,96	1228	1526,35	
1229	31,0495	1229	154,797	1229	332,956	1229	506,928	1229	764,095	1229	989,325	1229	1240,03	1229	1496,06	
1230	59,0632	1230	136,93	1230	339,677	1230	544,695	1230	748,068	1230	1002,55	1230	1276,52	1230	1531,58	
1231	63,4785	1231	129,989	1231	310,956	1231	528,477	1231	750,872	1231	1012,18	1231	1246,5	1231	1537,28	
1232	48,6196	1232	170,804	1232	317,005	1232	508,077	1232	758,443	1232	999,863	1232	1265,33	1232	1493,63	
1233	51,001	1233	173,953	1233	337,21	1233	531,952	1233	781,649	1233	1006,29	1233	1276,23	1233	1521,32	
1234	23,7521	1234	167,756	1234	344,266	1234	509,624	1234	762,002	1234	988,904	1234	1254,43	1234	1503,43	
1235	65,232	1235	125,892	1235	344,579	1235	510,278	1235	776,923	1235	979,366	1235	1241,88	1235	1488,17	
1236	45,2567	1236	168,043	1236	300,95	1236	523,599	1236	745,109	1236	1004	1236	1259,41	1236	1510,4	
1237	40,464	1237	166,437	1237	338,488	1237	546,828	1237	745,588	1237	977,231	1237	1272,12	1237	1482,19	
1238	61,4764	1238	169,091	1238	315,292	1238	526,515	1238	742,346	1238	1012,5	1238	1240,79	1238	1488,73	
1239	31,0131	1239	132,223	1239	329,241	1239	528,431	1239	765,62	1239	1016,95	1239	1227,32	1239	1510,15	
1240	40,6373	1240	155,833	1240	298,568	1240	539,648	1240	742,776	1240	1017,63	1240	1244,34	1240	1478,08	
1241	61,3964	1241	157,999	1241	343,141	1241	520,813	1241	747,9	1241	1011,33	1241	1245,17	1241	1487,58	
1242	41,3707	1242	155,631	1242	344,049	1242	505,217	1242	763,596	1242	1003,91	1242	1257,66	1242	1504,26	
1243	60,8744	1243	139,34	1243	321,811	1243	504,32	1243	736,532	1243	1011,68	1243	1234,24	1243	1496,9	
1244	29,8957	1244	159,342	1244	326,744	1244	508,738	1244	758,334	1244	1000,91	1244	1260,11	1244	1471,89	
1245	37,4935	1245	141,047	1245	333,94	1245	540,979	1245	738,905	1245	993,3	1245	1257,31	1245	1505,85	
1246	57,9748	1246	158,792	1246	344,749	1246	551,214	1246	743,418	1246	971,138	1246	1221,29	1246	1469,65	
1247	25,2873	1247	132,644	1247	296,709	1247	519,649	1247	759,004	1247	1000,89	1247	1240,04	1247	1497,76	
1248	38,7669	1248	147,448	1248	332,609	1248	524,229	1248	754,428	1248	974,214	1248	1231,62	1248	1507,35	
1249	47,6169	1249	138,495	1249	307,61	1249	538,338	1249	757,596	1249	1000,06	1249	1225,36	1249	1485,92	
1250	36,2791	1250	176,298	1250	332,153	1250	519,504	1250	734,602	1250	988,039	1250	1251,79	1250	1496,78	
1251	49,5861	1251	174,959	1251	315,829	1251	500,322	1251	729,236	1251	988,69	1251	1215,4	1251	1472,16	
1252	32,3011	1252	165,01	1252	317,059	1252	514,041	1252	771,815	1252	972,61	1252	1208,49	1252	1459,8	
1253	59,8301	1253	166,148	1253	315,875	1253	517,627	1253	735,843	1253	995,417	1253	1231,55	1253	1452,77	
1254	25,4582	1254	144,736	1254	315,046	1254	525,699	1254	770,076	1254	968,76	1254	1215,25	1254	1483,5	
1255	48,0842	1255	169,855	1255	326,387	1255	525,226	1255	733,953	1255	983,701	1255	1232,01	1255	1492,41	
1256	63,5744	1256	148,835	1256	310,804	1256	506,016	1256	731,255	1256	972,704	1256	1220,57	1256	1464,71	
1257	64,4241	1257	144,441	1257	314,543	1257	520,956	1257	757,152	1257	994,741	1257	1227,72	1257	1484,51	
1258	47,6709	1258	172,046	1258	307,882	1258	542,679	1258	750,823	1258	975,03	1258	1220,33	1258	1465,22	
1259	60,2849	1259	132,19	1259	331,149	1259	539,283	1259	754,146	1259	977	1259	1200,24	1259	1462,71	
1260	65,9957	1260	143,934	1260	330,915	1260	501,278	1260	765,009	1260	970,804	1260	1214,99	1260	1462,75	
1261	30,5284	1261	132,638	1261	341,784	1261	503,049	1261	741,433	1261	994,192	1261	1223,59	1261	1438,4	
1262	28,3459	1262	171,957	1262	329,761	1262	504,653	1262	740,299	1262	996,299	1262	1194,51	1262	1459,83	
1263	48,8551	1263	161,035	1263	332,55	1263	540,405	1263	748,97	1263	959,747	1263	1203,35	1263	1458,22	
1264	39,5017	1264	174,947	1264	339,432	1264	502,124	1264	728,992	1264	961,761	1264	1213	1264	1442	
1265	27,4328	1265	133,889	1265	297,354	1265	533,909	1265	756,56	1265	982,629	1265	1212,94	1265	1438,44	
1266	39,8631	1266	172,303	1266	332,502	1266	534,601	1266	764,844	1266	961,446	1266	1209,03	1266	1446,87	
1267	66,1532	1267	176,404	1267	344,049	1267	529,275	1267	737,063	1267	982,06	1267	1192,05	1267	1435,97	
1268	62,739	1268	160,767	1268	330,286	1268	517,943	1268	757,046	1268	948,657	1268	1199,97	1268	1460,36	
1269	31,6515	1269	163,959	1269	330,86	1269	522,741	1269	721,813	1269	952,266	1269	1211,39	1269	1449,71	
1270	57,3366	1270	133,978	1270	322,845	1270	536,589	1270	745,601	1270	961,672	1270	1223,77	1270	1445,02	
1271	68,6368	1271	173,544	1271	338,505	1271	541,884	1271	722,437	1271	949,948	1271	1187,94	1271	1424,75	
1272	61,6101	1272	170,968	1272	315,437	1272	503,536	1272	763,433	1272	958,185	1272	1206,58	1272	1464,89	
1273	38,9334	1273	134,008	1273	314,265	1273	519,002	1273	726,649	1273	985,323	1273	1197,13	1273	1445,64	
1274	48,5052	1274	144,001	1274	299,649	1274	501,477	1274	735,225	1274	987,596	1274	1202,09	1274	1430,71	
1275	60,6935	1275	174,101	1275	342,39	1275	521,25	1275	728,821	1275	950,631	1275	1189,37	1275	1434,31	
1276	30,5657	1276	132,647	1276	320,488	1276	514,548	1276	722,405	1276	974,9	1276	1208,19	1276	1423,04	
1277	26,4628	1277	166,666	1277	316,651	1277	508,398	1277	748,915	1277	940,502	1277	1175,2	1277	1421,41	
1278	31,753	1278	139,688	1278	329,399	1278	518,371	1278	728,581	1278	954,366	1278	1194,81	1278	1406,23	
1279	47,2277	1279	134,319	1279	332,532	1279	524,383	1279	757,092	1279	943,694	1279	1171,15	1279	1437,17	
1280	58,3337	1280	142,58	1280	338,036	1280	515,97	1280	713,901	1280	971,573	1280	1199,56	1280	1431,96	
1281	24,9204	1281	161,375	1281	299,728	1281	539,671	1281	719,494	1281	958,682	1281	1174,58	1281	1429,4	
1282	53,2058	1282	171,701	1282	326,818	1282	510,51	1282	758,573	1282	967,142	1282	1207,26	1282	1409,93	
1283	39,0041	1283	172,66	1283	335,482	1283	541,958	1283	746,476	1283	957,748	1283	1164,63	1283	1436,45	
1284	42,9947	1284	154,54	1284	329,905	1284	514,747	1284	730,473	1284	967,942	1284	1200,19	1284	1435,52	
1285	33,7674	1285	172,579	1285	306,105	1285	508,902	1285	749,351	1285	931,935	1285	1183,72	1285	1395,68	
1286	57,7096	1286	165,98	1286	303,185	1286	495,79	1286	753,898	1286	955,433	1286	1198,59	1286	1392,4	
1287	32,6569	1287	148,062	1287	334,663	1287	534,341	1287	707,655	1287	952,418	1287	1181,67	1287	1392,63	
1288	36,1799	1288	161,391	1288	307,546	1288	524,248	1288	713,266	1288	945,868	1288	1169,01	1288	1402,9	
1289	55,1807	1289	145,114	1289	305,229	1289	493,763	1289	726,054	1289	967,551	1289	1193,12	1289	1424,99	
1290	41,4653	1290	160,569	1290	302,233	1290	509,467	1290	731,212	1290	955,565	1290	1164,61	1290	1398,84	
1291	60,369	1291	131,39	1291	324,968	1291	511,216	1291	703,674	1291	975,149	1291	1163,37	1291	1421,55	
1292	39,3622	1292	162,073	1292	328,906	1292	513,994	1292	710,903	1292	968,726	1292	1156,7	1292	1399,53	
1293	37,3174	1293	169,082	1293	326,003	1293	505,725	1293	723,897	1293	959,521	1293	1186,48	1293	1427,73	
1294	72,6041	1294	132,505	1294	337,341	1294	520,849	1294	751,089	1294	968,817	1294	1182,25	1294	1414,25	
1295	48,4835	1295	145,249	1295	309,238	1295	515,891	1295	714,12	1295	961,197	1295	1184,41	1295	1378,86	
1296	38,4617	1296	157,049	1296	331,223	1296	498,049	1296	747,072	1296	942,08	1296	1187,94	1296	1392,88	
1297	29,9502	1297	134,797	1297	320,695	1297	506,663	1297	740,658	1297	959,34	1297	1190,05	1297	1403,07	
1298	62,1991	1298	140,988	1298	315,902	1298	509,351	1298	725,558	1298	957,101	1298	1148,37	1298	1391,12	
1299	43,2339	1299	140,662	1299	326,806	1299	504,778	1299	714,615	1299	956,727	1299	1151,33	1299	1402,63	
1300	41,3943	1300	147,427	1300	321,78	1300	502,94	1300	739,266	1300	936,066	1300	1168,52	1300	1398,61	
1301	35,2466	1301	165,246	1301	327,063	1301	493,497	1301	705,498	1301	947,869	1301	1143,19	1301	1385,76	
1302	37,7362	1302	134,652	1302	324,728	1302	529,205	1302	721,102	1302	955,136	1302	1165,61	1302	1378,89	
1303	60,5125	1303	154,406	1303	320,369	1303	532,14	1303	701,838	1303	919,28	1303	1142,76	1303	1374,09	
1304	32,5673	1304	168,85	1304	309,308	1304	505,07	1304	741,341	1304	948,124	1304	1139,39	1304	1404,98	
1305	69,4421	1305	175,493	1305	300,33	1305	507,872	1305	720,514	1305	929,351	1305	1135,09	1305	1376,61	
1306	26,0389	1306	170,52	1306	304,531	1306	488,135	1306	699,094	1306	915,05	1306	1177,08	1306	1356,65	
1307	42,3678	1307	153,165	1307	299,848	1307	491,215	1307	721,99	1307	952,397	1307	1146,18	1307	1380,18	
1308	73,2783	1308	153,885	1308	310,623	1308	528,727	1308	724,206	1308	912,285	1308	1163,07	1308	1365,83	
1309	66,9533	1309	165,44	1309	324,3	1309	517,584	1309	731,07	1309	925,51	1309	1131,77	1309	1362,26	
1310	29,4981	1310	158,097	1310	308,388	1310	486,907	1310	703,25	1310	933,51	1310	1167,79	1310	1388,72	
1311	49,4701	1311	155,859	1311	306,683	1311	528,18	1311	701,175	1311	932,436	1311	1160,35	1311	1357,41	
1312	58,9961	1312	148,212	1312	309,439	1312	510,137	1312	728,033	1312	910,944	1312	1143,58	1312	1392,85	
1313	73,1531	1313	170,25	1313	301,139	1313	513,377	1313	736,047	1313	936,539	1313	1145,57	1313	1350,05	
1314	52,4734	1314	159,676	1314	319,807	1314	520,399	1314	690,452	1314	952,865	1314	1151,16	1314	1366,73	
1315	36,6903	1315	167,967	1315	300,19	1315	513,335	1315	723,142	1315	908,876	1315	1147,82	1315	1353,03	
1316	63,5866	1316	178,231	1316	304,518	1316	525,798	1316	724,145	1316	932,892	1316	1167,9	1316	1384,85	
1317	26,3153	1317	179,823	1317	309,271	1317	501,335	1317	735,736	1317	928,455	1317	1163,68	1317	1380,08	
1318	37,731	1318	151,743	1318	314,392	1318	531,681	1318	691,113	1318	901,68	1318	1162,63	1318	1379,37	
1319	74,376	1319	156,669	1319	310,102	1319	517,091	1319	702,37	1319	910,939	1319	1135,58	1319	1365,83	
1320	50,6146	1320	146,183	1320	326,706	1320	493,287	1320	734,555	1320	903,38	1320	1140,7	1320	1379,03	
1321	62,6759	1321	180,403	1321	297,132	1321	500,059	1321	727,919	1321	932,969	1321	1115,4	1321	1367,07	
1322	67,9527	1322	151,673	1322	340,704	1322	500,191	1322	727,752	1322	899,946	1322	1142,97	1322	1356,91	
1323	64,5237	1323	173,807	1323	309,64	1323	486,837	1323	724,388	1323	912,513	1323	1128,97	1323	1371,52	
1324	73,2939	1324	137,818	1324	315,691	1324	487,643	1324	728,607	1324	931,654	1324	1137,07	1324	1335,7	
1325	38,5995	1325	146,962	1325	321,322	1325	485,211	1325	727,914	1325	921,349	1325	1113,21	1325	1344,68	
1326	49,2371	1326	133,692	1326	295,267	1326	497,485	1326	692,697	1326	906,405	1326	1140	1326	1353,87	
1327	58,8608	1327	177,015	1327	329,154	1327	481,889	1327	712,97	1327	897,266	1327	1129,06	1327	1349,94	
1328	56,5005	1328	174,821	1328	311,204	1328	525,874	1328	701,559	1328	892,862	1328	1112,1	1328	1341,63	
1329	57,616	1329	161,491	1329	311,981	1329	504,507	1329	693,063	1329	915,278	1329	1105,69	1329	1344,7	
1330	34,042	1330	159,392	1330	318,734	1330	513,935	1330	726,246	1330	895,599	1330	1108,67	1330	1326,92	
1331	44,4017	1331	179,993	1331	327,522	1331	521,491	1331	727,376	1331	920,956	1331	1137,63	1331	1327,29	
1332	57,767	1332	164,67	1332	301,737	1332	498,771	1332	706,799	1332	925,424	1332	1104,14	1332	1357,61	
1333	34,9715	1333	133,758	1333	298,277	1333	491,029	1333	716,722	1333	900,805	1333	1112,98	1333	1331,63	
1334	48,0109	1334	146,542	1334	335,137	1334	501,638	1334	698,565	1334	886,465	1334	1110,33	1334	1320,16	
1335	46,4728	1335	155,218	1335	335,045	1335	521,039	1335	712,491	1335	895,652	1335	1101,35	1335	1321,75	
1336	35,7393	1336	155,926	1336	325,934	1336	491,528	1336	679,635	1336	902,944	1336	1123,89	1336	1316,32	
1337	38,4679	1337	172,524	1337	294,311	1337	501,807	1337	691,154	1337	892,841	1337	1124,75	1337	1308,56	
1338	58,7121	1338	178,085	1338	328,438	1338	514,834	1338	680,66	1338	898,459	1338	1103,8	1338	1333,31	
1339	60,0195	1339	160,859	1339	307,383	1339	487,811	1339	680,129	1339	896,443	1339	1129,83	1339	1341,97	
1340	49,8614	1340	166,021	1340	330,527	1340	498,618	1340	676,491	1340	912,716	1340	1129,09	1340	1314,47	
1341	27,6582	1341	176,974	1341	330,956	1341	498,983	1341	684,91	1341	893,825	1341	1092,87	1341	1299,53	
1342	47,7852	1342	145,154	1342	338,039	1342	502,885	1342	678,074	1342	895,976	1342	1104,63	1342	1300,89	
1343	67,9675	1343	170,847	1343	299,147	1343	518,888	1343	685,172	1343	889,762	1343	1094,51	1343	1332,06	
1344	41,688	1344	136,865	1344	299,122	1344	492,114	1344	682,722	1344	904,568	1344	1091,87	1344	1317,24	
1345	73,8587	1345	141,107	1345	293,986	1345	521,966	1345	694,704	1345	904,911	1345	1116,48	1345	1290,09	
1346	30,3812	1346	141,244	1346	337,98	1346	497,429	1346	714,382	1346	902,057	1346	1122,75	1346	1321,34	
1347	33,9177	1347	140,576	1347	292,723	1347	474,31	1347	718,754	1347	898,692	1347	1127,68	1347	1297,54	
1348	49,217	1348	135,244	1348	296,922	1348	514,46	1348	712,241	1348	895,604	1348	1090	1348	1283,19	
1349	54,351	1349	180,783	1349	305,638	1349	481,967	1349	718,549	1349	906,51	1349	1116,08	1349	1304,42	
1350	31,4361	1350	144,77	1350	290,036	1350	502,989	1350	676,349	1350	876,478	1350	1119,67	1350	1324,81	
1351	62,6959	1351	132,866	1351	324,108	1351	482,848	1351	713,26	1351	872,627	1351	1081,99	1351	1317,58	
1352	68,6478	1352	144,483	1352	334,822	1352	498,858	1352	706,107	1352	898,398	1352	1078,9	1352	1298,98	
1353	35,7022	1353	143,115	1353	325,936	1353	520,822	1353	711,537	1353	872,806	1353	1097,87	1353	1277,07	
1354	36,8808	1354	170,11	1354	311,294	1354	502,854	1354	672,293	1354	897,987	1354	1080,42	1354	1282,76	
1355	63,0827	1355	172,931	1355	312,569	1355	484,165	1355	684,66	1355	911,811	1355	1088,27	1355	1320,14	
1356	32,123	1356	138,899	1356	311,985	1356	490,04	1356	699,507	1356	877,437	1356	1110,48	1356	1279,86	
1357	66,4507	1357	171,744	1357	325,828	1357	498,808	1357	703,88	1357	892,491	1357	1084,85	1357	1307,71	
1358	72,7378	1358	140,941	1358	298,987	1358	497,796	1358	669,357	1358	902,195	1358	1087,69	1358	1304,89	
1359	41,2286	1359	181,458	1359	307,272	1359	516,037	1359	664,958	1359	873,419	1359	1097,5	1359	1274,68	
1360	75,7987	1360	144,836	1360	320,643	1360	501,572	1360	691,311	1360	876,3	1360	1091,62	1360	1280,81	
1361	26,1288	1361	138,412	1361	324,998	1361	488,278	1361	667,693	1361	885,929	1361	1108,67	1361	1272,21	
1362	47,8341	1362	175,629	1362	302,219	1362	483,753	1362	686,656	1362	873,595	1362	1091,41	1362	1286,57	
1363	44,0337	1363	153,05	1363	297,932	1363	496,392	1363	698,6	1363	859,551	1363	1060,99	1363	1281,73	
1364	40,1019	1364	168,63	1364	330,519	1364	474,961	1364	680,522	1364	899,561	1364	1070,3	1364	1298,74	
1365	72,5632	1365	156,4	1365	306,307	1365	501,583	1365	660,299	1365	881,022	1365	1084,75	1365	1270,08	
1366	47,8326	1366	148,69	1366	307,635	1366	508,235	1366	667,507	1366	860,52	1366	1097,85	1366	1255,37	
1367	48,3898	1367	180,228	1367	316,189	1367	470,624	1367	696,92	1367	860,338	1367	1084,79	1367	1296,1	
